sensor1,sensor2,sensor3,label
0.5412798,0.6092394,0.5175267,0
0.4922631,0.5127817,0.4517268,0
0.5412798,0.6092394,0.3891535,0
0.5412798,0.6092394,0.3891624,0
0.5412798,0.6092394,0.3891535,0
0.5412798,0.6092394,0.3891535,0
0.5412798,0.6092394,0.3891535,0
0.5412798,0.6092394,0.3891535,0
0.5412798,0.5128278,0.3891535,0
0.5412798,0.6092394,0.3891535,0
0.5412798,0.6092394,0.5175267,1
0.5412798,0.6092394,0.5175267,1
0.5412798,0.6092394,0.5175267,1
0.5412798,0.6092394,0.5175267,1
0.5412798,0.6092394,0.4042107,1
0.5412798,0.6092394,0.5175267,1
0.5412798,0.6092394,0.5175267,1
0.5412798,0.6092394,0.3891535,1
0.5412798,0.6092394,0.5175267,1
0.5412798,0.6092394,0.5175267,1
0.4209636,0.6092394,0.3986623,2
0.4209636,0.6092394,0.3891535,2
0.5412798,0.6092394,0.5175267,2
0.4209636,0.6092394,0.3901844,2
0.4209636,0.6092394,0.3891535,2
0.4209636,0.6092394,0.3891535,2
0.4209636,0.6092394,0.3891535,2
0.5412798,0.6092394,0.3891535,2
0.4209636,0.6092394,0.3891535,2
0.4405824,0.6092394,0.3891535,2
0.5412798,0.5127817,0.3891535,3
0.5412798,0.5127817,0.3891535,3
0.5412798,0.5127817,0.3891535,3
0.5412798,0.5127817,0.3891535,3
0.5412798,0.5127817,0.3891535,3
0.5412798,0.5127817,0.3891535,3
0.5412798,0.5127817,0.3891535,3
0.5412798,0.5127817,0.3891535,3
0.5412798,0.5127817,0.3891624,3
0.5412798,0.5127817,0.3891535,3
0.5412798,0.5127817,0.3891535,4
0.4209636,0.5127817,0.3891535,4
0.5412798,0.5127817,0.3891535,4
0.5412798,0.5127817,0.3891535,4
0.5412798,0.5127817,0.3891535,4
0.5412798,0.5127817,0.3891535,4
0.5412798,0.5127817,0.3891535,4
0.5412798,0.5127817,0.3891535,4
0.5412798,0.5127817,0.3891535,4
0.5412798,0.5127817,0.3891535,4
0.5412798,0.6092394,0.5175267,5
0.5412798,0.6092394,0.5175267,5
0.5412798,0.6092394,0.5175267,5
0.5412798,0.6092394,0.5175267,5
0.5412798,0.6092394,0.5175267,5
0.5412798,0.6092394,0.5175267,5
0.5412798,0.6092394,0.5175267,5
0.5412798,0.6092394,0.5175267,5
0.5412798,0.6092394,0.5175267,5
0.5412798,0.6092394,0.5175267,5
